dataset_id,file_name,version,download_date,coverage_start,coverage_end,data_sheet,rows,columns,live_discards_included,sha256,source_url,notes
task1_nominal_catch,t1nc-20250131_ALL.xlsx,2025-01-30,,1950,2023,Data,104805,23,FALSE,c93da30f6f57e864208ace5e25a75b5e658ce2aadfc12fe7880897522410674f,https://www.iccat.int/en/accesingdb.html,"Supplied workbook states: catches >= 0, excluding live discards"
